word,Lg10WF,AoA,Prevalence,SemD,Conc.M
actuators,0.4771,,,,
acupuncturists,0.4771,,,,
acuteness,0.301,12.95,1.92,,2.41
acyclovir,0.301,,,,
adages,0.301,,,,
adamantine,0.301,,,,
adamas,0.301,,,,
adance,0.301,,,,
adaption,0.301,,,,2.4
adaptors,0.301,,,1.04,
adar,0.6021,,,,
addle,0.9542,,,,
addling,0.301,,,,
addr,0.4771,,,,
addresser,0.4771,,,,3.19
adduce,0.301,,,1.04,
adduced,0.301,,,1.55,
adductor,0.301,,,,
adelante,0.301,,,,
adenia,0.301,,,,
adenocarcinoma,0.301,,,0.61,
adenoid,0.7782,,,,
adenoidal,0.301,,,,
adenoma,0.301,,,,
adenopathy,0.301,,,,
adeptness,0.301,,,,1.89
adequacy,0.301,12.5,2.02,1.66,1.86
adherents,0.301,14.17,1.93,1.52,
adhesives,0.301,9.17,2.44,0.99,
adiabatic,0.301,,,,
adieus,0.301,,,,
adiposity,0.301,,,,
adjacencies,0.301,,,,
adjoined,0.301,,,,3.31
adjoints,0.301,,,,
adjudge,0.301,,,,
adjudicating,0.301,,,,
adjure,0.301,,,,
adjustability,0.301,,,,2.1
adjutants,0.301,,,,
adjuvant,0.301,,,,
administerial,0.301,,,,
administrates,0.301,,,,
adminstration,0.301,,,,
admittances,0.4771,,,,
admittee,0.301,,,,
admittible,0.301,,,,
admixture,0.301,,,,
admonishments,0.301,,,,
admonitions,0.301,,,,
adnexa,0.301,,,,
adolescences,0.301,,,,
adoptable,0.301,,,,2.79
adopter,0.301,,,,3.33
adorability,0.301,,,,1.41
adorableness,0.301,,,,2.19
adorers,0.301,,,,
adrenalectomy,0.4771,,,,
adroitness,0.301,,,,
adrop,0.301,,,,
adulterant,0.301,,,,
adulterate,0.301,,,,2.76
adulterated,0.301,,,,
adulterating,0.301,,,,
adulterize,0.301,,,,
adust,0.301,,,,
adv,0.301,,,,
adventurist,0.301,,,,2.35
adventurousness,0.301,,,,1.62
adverted,0.301,,,,
advertently,0.301,,,,1.7
advocaat,0.6021,,,,
aedes,0.301,,,,
aegisthus,0.9031,,,,
aeolian,0.301,,,,
aeons,0.301,,,1.21,
aerate,0.301,,,,
aerating,0.301,,,,
aeration,0.301,,,0.46,2.77
aerialist,0.301,,,,3.84
aerie,0.301,,,,
aeries,0.301,,,,
aerobatics,0.301,,,0.77,3.15
aerodromes,0.301,,,,
aerodyne,0.6021,,,,
aeroelastic,0.4771,,,,
aerofoils,0.301,,,,
aeron,0.301,,,,
aerosols,0.301,9.47,2.09,1.09,
aery,0.301,,,,
aesir,0.4771,,,,
aesthetes,0.301,,,,
afd,0.4771,,,,
afer,0.301,,,,
affaire,0.301,,,,
affectedly,0.301,,,,1.92
affectless,0.301,,,,
affenpinscher,0.301,,,,
affiant,0.301,,,,
affiche,0.301,,,,
afficionado,0.301,,,,
affixed,0.301,,,1.6,
afflatus,0.301,,,,
afflictive,0.301,,,,
affordability,0.301,,,,1.93
afghanis,0.301,,,,
aforehand,0.301,,,,
afrikaans,0.6021,,,,
afrikaner,0.4771,,,,
afterdeck,0.4771,,,,
afterimage,0.4771,,,,
aftermast,0.301,,,,
aftermaths,0.301,,,,
afternight,0.4771,,,,
aftershaves,0.301,,,,
aftershocks,0.301,,,,
afterwords,0.4771,,,,
afterwork,0.301,,,,
afterworld,0.301,,,,1.41
agar,0.301,,,,
agarose,0.301,,,0.43,
agate,0.4771,,,,
agates,0.301,,,,
agenting,0.301,,,,
ager,0.301,,,,
ageratum,0.301,,,,
agglutinate,0.301,,,,
agglutinin,0.301,,,,
aggrandize,0.301,,,,
aggrandizement,0.301,,,,
aggrandizing,0.301,,,,
aggress,0.4771,,,,
aggressed,0.301,,,,
aggresses,0.4771,,,,
aggro,0.301,,,1.16,
agha,0.301,,,,
agist,0.301,,,,
agists,0.301,,,,
agit,0.301,,,,
agitato,0.6021,,,,
agitprop,0.301,,,,
aglet,0.301,,,,
agnate,0.7782,,,,
agnates,0.699,,,,
agnosia,0.301,,,,
agonist,0.301,,,,
agora,0.301,,,,
agoraphobiac,0.4771,,,,
agoraphobics,0.301,,,,
agoras,0.301,,,,
agr,0.301,,,,
agreat,0.301,,,,
agrement,0.301,,,,
agricultures,0.301,,,,
agt,0.301,,,,
aguacate,0.301,,,,
aguardiente,0.699,,,,
aguinaldo,0.301,,,,
agust,0.6021,,,,
agy,0.301,,,,
ahorse,0.301,,,,
aidable,0.301,,,,
aider,0.301,,,,
aileron,0.301,,,,
ainu,0.6021,,,,
aioli,0.301,,,,
aircraftsman,0.301,,,,4
airdate,0.301,,,,
airdromes,0.301,,,,
airedales,0.301,,,,
airfoil,0.301,,,,
airiness,0.301,,,,2.24
airings,0.301,,,,
airlifts,0.301,,,,
airlocks,0.301,,,,
airmobile,0.301,,,,
airwave,0.301,,,,3.11
airworthy,0.301,,,0.33,
aiwan,0.4771,,,,
ajog,0.301,,,,
akamatsu,0.301,,,,
akasa,0.301,,,,
akasha,1.1461,,,,
aked,0.301,,,,
akee,0.6021,,,,
akey,0.7782,,,,
akkadian,0.301,,,,
ako,0.301,,,,
akra,0.301,,,,
alackaday,0.301,,,,
alar,0.9031,,,,
alaskas,0.301,,,,
alastor,0.7782,,,,
alb,0.301,,,,
albanians,0.301,,,0.75,
albatrosses,0.4771,,,,
albe,0.4771,,,,
alberich,0.7782,,,,
albion,0.301,,,,
albumens,0.7782,,,,
alcalde,1.1761,,,,
alce,0.301,,,,
alchemically,0.301,,,,2.08
alchemize,0.301,,,,
aldebaran,0.6021,,,,
aldehydes,0.301,,,,
aldermen,0.301,,,1.1,
alders,0.6021,,,,
alecs,0.301,,,,
alef,0.4771,,,,
alehouse,0.301,,,,4.4
aleikum,0.6021,,,,
alem,0.301,,,,
alembic,0.301,,,,
alertly,0.4771,,,,2.07
alexandrian,0.301,,,,
alexandrine,0.9031,,,,
alg,0.301,,,,
algin,0.301,,,,
alginate,0.4771,,,,
algorismic,0.301,,,,
algorithmically,0.301,,,,
alguacil,0.301,,,,
alibiing,0.4771,,,,
alignments,0.301,11.76,2.17,1.37,
alinements,0.301,,,,
ality,0.301,,,,
aliyah,0.6021,,,,
alkalinize,0.301,,,,2.4
alkalize,0.301,,,,2.85
alkane,0.301,,,,
alkyd,0.301,,,,
alkylating,0.301,,,,
allays,0.301,,,,
allegories,0.301,,,,
allemands,0.301,,,,
allergens,0.301,,,,
allergists,0.301,,,,
allgood,0.301,,,,
allhallows,0.301,,,,
alliterations,0.301,,,,
alliterative,0.301,,,,
allium,0.301,,,,
allograft,0.6021,,,,
allopurinol,0.301,,,,
allotments,0.301,,,1.5,
allots,0.301,,,,
allotting,0.301,12.015825,0.57,,
alludes,0.301,13.11,1.69,,
allumette,0.301,,,,
allured,0.301,,,,
allurements,0.301,,,,
alluvial,0.301,,,0.82,
alluvials,0.301,,,,
almanacs,0.301,,,,
aln,0.6021,,,,
alo,0.4771,,,,
aloes,0.301,,,,
aloneness,0.301,9.06,1.03,,1.75
alow,0.301,,,,
alpacas,0.301,,,,
alpenstocks,0.301,,,,
alphabetising,0.301,,,,
alpheus,0.4771,,,,
alternatingly,0.301,,,,
alternation,0.4771,12.32,1.03,1.26,3
alteza,0.301,,,,
althaea,0.301,,,,
altimeters,0.301,,,,
altiplano,0.4771,,,,
altruist,0.301,,,,
altruistically,0.301,,,,1.45
alumna,0.301,,,,
alumnae,0.699,,,,
alveolus,0.301,,,,
alw,0.4771,,,,
amable,0.4771,,,,
amah,0.301,,,,
amandine,0.4771,,,,
amanita,0.301,,,,
amant,0.4771,,,,
amaranth,0.4771,,,,
amasses,0.301,,,,
amassment,0.301,,,,
amateurism,0.301,,,,1.67
ambach,1.0414,,,,
ambients,0.301,,,,
ambisexual,0.301,,,,
ambitiously,0.301,,,,1.78
ambler,0.8451,,,,
ambling,0.301,,,,2.44
amblyopia,0.301,,,,
ambos,0.699,,,,
ambrosial,0.301,,,,
ambulation,0.301,,,,
ambulatories,0.301,,,,
amebas,0.301,,,,
amebic,0.301,,,,
amel,0.6021,,,,
ameliorated,0.301,,,,
amelioration,0.301,,,1.4,
americanization,0.301,,,,
americanize,0.301,12.44,1.52,,1.79
americanizing,0.301,,,,
amharic,0.301,,,,
amiability,0.301,,,,
amice,0.301,,,,
amicus,0.301,,,,
amigas,0.4771,,,,
amil,0.4771,,,,
amination,0.301,,,,
amine,0.301,,,,
amiral,0.301,,,,
ammer,1.0414,,,,
ammeter,0.301,,,,
ammoniac,0.301,,,,
ammos,0.301,,,,
amnesiacs,0.301,,,,
amnesias,0.301,,,,
amnestied,0.301,,,,
amobarbital,0.301,,,,
amoebae,0.301,,,,
amoeboid,0.301,,,,
amortised,0.301,,,,
amortizes,0.301,,,,
amperes,0.301,,,,
amphib,0.301,,,,
amphibial,0.301,,,,
amphipods,0.301,,,,
amphora,0.301,,,,
amphotericin,0.301,,,,
amputator,0.301,,,,
amt,0.301,,,,
amtracs,0.301,,,,
amu,0.301,,,,
amusedly,0.301,,,,2
amusers,0.4771,,,,
amyloidosis,0.4771,,,,
anabaptist,0.301,,,,
anaesthesiology,0.7782,,,,
anaesthetise,0.301,,,,
anaesthetize,0.301,,,,2.69
anaesthetized,0.301,,,,
anaesthetizes,0.301,,,,
anaglyphics,0.301,,,,
anaglypta,0.6021,,,,
anagogic,0.301,,,,
anagrammed,0.301,,,,
analeptic,0.301,,,,
analysation,0.301,,,,
analyzable,0.301,11.27,0.99,,1.88
ananias,0.301,,,,
anarchistic,0.301,,,,1.88
anastomose,0.301,,,,
anastomosed,0.301,,,,
anat,0.301,,,,
anatomies,0.301,,,,
anatomise,0.301,,,,
anchorites,0.301,,,,
anchorpersons,0.301,,,,
anciently,0.301,,,,2.4
andantes,0.301,,,,
andean,0.301,,,0.9,
andiron,0.6021,,,,
androgyny,0.301,,,,2.58
andromache,0.7782,,,,
ane,0.301,,,,
anecdotalist,0.301,,,,
anecdotally,0.301,,,,
anemias,0.301,,,,
anemometer,0.301,,,,
aneroid,0.8451,,,,
anesthesiologists,0.301,,,,
anesthetists,0.4771,,,,
anesthetizing,0.301,,,,
angelical,0.301,,,,2.65
angioma,0.9031,,,,
angiosperms,0.301,,,,
angleworm,0.301,,,,4.48
anglophilia,0.301,,,,
angstroms,0.301,,,,
anguishes,0.301,,,,
anharmonic,0.301,,,,
anhedonia,0.301,,,,
anhedral,0.301,,,,
anhydride,0.301,,,,
anhydrotic,0.301,,,,
anil,0.7782,,,,
animala,1.2304,,,,
animalculous,0.301,,,,
animas,0.4771,,,,
animations,0.301,,,,
animators,0.301,,,,
animists,0.301,,,,
anion,0.301,,,,
ankhs,0.301,,,,
anklebone,0.301,,,,4.92
ankus,0.301,,,,
ankylosis,0.301,,,,
annal,0.301,,,,
annatto,0.301,,,,
annexes,0.301,,,,
annihilates,0.301,,,,
annihilators,0.301,,,,
annotating,0.301,,,,
annotations,0.301,,,,
annoyer,0.301,,,,3.03
annular,0.301,,,,
annulments,0.301,,,,
annuls,0.301,,,,
annunciation,0.301,,,1.1,2
annunciator,0.301,,,,
anodised,0.301,,,,
anodization,0.301,,,,
anodyne,0.301,,,,
anoints,0.301,,,,
anonyme,0.4771,,,,
anonyms,0.301,,,,
anopheles,0.301,,,,
anorectic,0.4771,,,,
anoscopy,0.301,,,,
anosmatic,0.301,,,,
anosmia,0.4771,,,,
antaeus,0.301,,,,
anted,0.301,,,,
anteflexed,0.301,,,,
anteing,0.301,,,,
anteriorly,0.301,,,,
anterolateral,0.301,,,,
anteverted,0.301,,,,
anthelmintic,0.301,,,,
anthers,0.301,,,,
anthologies,0.301,,,,
anthologized,0.301,,,,
anthropomancy,0.301,,,,
anthropomorphise,0.301,,,,
anthropomorphization,0.301,,,,
anthropomorphizing,0.4771,,,,
anthropophagy,0.6021,,,,
anticholinergic,0.301,,,,
antichrists,0.301,,,,
anticipations,0.301,10.6094,2.24,,
anticline,0.301,,,,
anticoagulants,0.301,,,,
anticoagulation,0.4771,,,,2.76
anticommunism,0.301,,,,1.63
anticommunist,0.301,,,,2.46
anticorrosive,0.301,,,,2.92
antidemocratic,0.301,,,,2.08
antidepressive,0.301,,,,
antidotal,0.301,,,,
antifascist,0.301,,,,
antifungal,0.301,,,,3.55
antigun,0.301,,,,
antihero,0.301,,,,2.72
antiheroes,0.301,,,,
antihuman,0.301,,,,1.58
antimilitary,0.301,,,,1.7
antimony,0.301,,,,
antineoplastic,0.301,,,,
antineutrons,0.301,,,,
antinuclear,0.301,,,,
antioxidant,0.301,,,,3.59
antiprotons,0.301,,,,
antiquarian,0.4771,,,1.3,
antisepsis,0.301,,,,
antiserum,1,,,,
antiship,0.301,,,,
antislavery,0.301,11.06,1.49,,2.26
antispasmodic,0.301,,,,
antiviral,0.301,,,,3.17
antivirus,0.301,,,,3.5
antivivisection,0.4771,,,,
antivivisectionist,0.301,,,,
antonyms,0.4771,,,,
antres,0.301,,,,
antrum,0.301,,,0.46,
antsier,0.301,,,,
anuran,0.4771,,,,
anuses,0.301,,,,
anybodies,0.301,,,,
anythings,0.301,,,,
anywhy,0.301,,,,
aoli,0.301,,,,
aortal,0.301,,,,
aortography,0.301,,,,
apaid,0.301,,,,
apartness,0.301,,,,2.35
apatosaurus,0.301,,,,
apeman,0.301,,,,
aperitifs,0.301,,,,
apert,0.301,,,,
aphis,0.6021,,,,
aphonia,0.4771,,,,
aphorism,0.301,,,,
aphrodisia,0.301,,,,
aping,0.301,,,,
apish,0.301,,,,
aplasia,0.301,,,,
apocrine,0.301,,,,
apollonian,0.301,,,,
apologia,0.4771,,,,
apologias,0.301,,,,
apologist,0.301,,,,2.97
apologists,0.301,,,,
apostatized,0.301,,,,
apostolate,0.301,,,,
apostrophes,0.301,,,,
appalls,0.301,,,,
apparelled,0.301,,,,
appassionata,0.301,,,,
appassionato,0.301,,,,
appeasements,0.301,,,,
appeases,0.301,,,,
appel,0.301,,,,
appendectomies,0.301,,,,
appendicectomy,0.301,,,,
appendixes,0.301,10.56,2.26,,
apperception,0.301,,,,
applauders,0.301,,,,
applecart,0.301,,,,4.92
applewood,0.4771,,,,
applicate,0.301,,,,
appling,0.301,,,,
appreciably,0.301,,,1.73,1.69
appreciations,0.301,8.92669,2.33,,
apprehensibility,0.301,,,,1.58
apprehensions,0.301,11.25,2.34,1.85,
apprenticeships,0.301,,,,
appropriating,0.301,,,,
approximal,0.301,,,,
approximations,0.301,12.56,2.43,1.36,
approximatively,0.301,,,,2.12
apraxia,0.301,,,,
aproned,0.301,,,,
apterygote,0.301,,,,
aq,0.301,,,,
aquacade,0.301,,,,
aqualungs,0.301,,,,
aquiline,0.301,,,,
aquilino,0.4771,,,,
arable,0.301,,,0.88,
arachne,0.7782,,,,
aragonite,0.301,,,,
araucanian,0.301,,,,
arbitrager,0.301,,,,
arbitrageurs,0.301,,,,
arbitrament,0.301,,,,
arbitrates,0.301,,,,
arbitrations,0.301,,,,
arboretums,0.4771,,,,
arbors,0.4771,,,,
arbs,0.301,,,,
arbutus,0.4771,,,,
arcadians,0.301,,,,
arcana,0.699,,,,
archaeopteryx,0.301,,,,
archean,0.301,,,,
archest,0.301,,,,
archetypally,0.301,,,,
archetypically,0.301,,,,
archfiend,0.301,,,,
architectonic,0.301,,,,
architrave,0.4771,,,,
archiving,0.301,,,0.84,
archivists,0.301,,,0.67,
archminister,0.301,,,,
archy,0.301,,,,
arcsine,0.301,,,,
arcuate,0.4771,,,,
ardency,0.301,,,,
ardently,0.301,,,,1.66
arder,0.4771,,,,
ardors,0.301,,,,
areal,0.301,,,,
arest,0.4771,,,,
aretes,0.301,,,,
arethusa,0.301,,,,
arette,0.4771,,,,
arew,0.4771,,,,
arg,0.301,,,,
argand,0.6021,,,,
argenton,0.301,,,,
argillaceous,0.699,,,,
arginine,0.301,,,,
argonaut,0.301,,,,
argos,1.0414,,,,
argosies,0.301,,,,
argot,0.301,,,,
arguendo,0.301,,,,
argufying,0.301,,,,
argumentum,0.301,,,,
argyles,0.301,,,,
ariadne,0.7782,,,,
aridity,0.301,,,,3.14
ariki,0.4771,,,,
arioso,0.4771,,,,
arizonans,0.301,,,,
arjun,0.301,,,,
armature,0.301,,,,
armfuls,0.301,,,,
armlock,0.301,,,,
armorial,0.301,,,,
arna,0.6021,,,,
aroon,1.0792,,,,
arousable,0.301,,,,
arpeggio,0.301,,,,
arraigning,0.301,,,,
arraignments,0.301,,,,
arrestment,0.301,,,,
arretez,0.4771,,,,
arrhythmias,0.301,,,,
arrhythmic,0.4771,,,,2.54
arriere,0.699,,,,
arrogancy,0.301,,,,
arrogates,0.301,,,,
arrowing,0.301,,,,
arrowroot,0.301,,,,
arroya,0.301,,,,
arsed,0.301,,,,
arsphenamine,0.301,,,,
artemisia,1,,,,
arterioles,0.301,,,,
arteriosclerosis,0.301,,,,
arteriovenous,0.301,,,,
artha,0.301,,,,
arthel,0.301,,,,
arthropod,0.301,,,,
arthurian,0.301,,,,
articular,0.301,,,,
articulates,0.301,,,1.26,
articulatory,0.301,,,,
artifices,0.301,,,,
artillerymen,0.301,,,,
artlessly,0.301,,,,1.72
artlet,0.301,,,,
arusha,1.0414,,,,
arx,0.699,,,,
asafoetida,0.4771,,,,
asb,0.301,,,,
ascenders,0.301,,,,
ascensionist,0.301,,,,
ascents,0.301,,,0.33,
ascertainable,0.301,15.6,1.53,,1.65
ascorbate,0.301,,,,
ascribing,0.301,,,,
ashberry,0.301,,,,
ashed,0.301,,,,
ashet,0.6021,,,,
ashrams,0.301,,,,
asides,0.301,,,1.47,
asker,0.6021,,,,3.13
askings,0.301,,,,
asmile,0.301,,,,
asperges,0.301,,,,
asperse,0.301,,,,
aspersion,0.301,,,,
asphyxiates,0.301,,,,
aspirant,0.301,,,,
asport,0.301,,,,
assai,0.301,,,,
assailable,0.301,,,,
assassinator,0.301,,,,3.31
assaulters,0.301,,,,
assayers,0.301,,,,
assaying,0.301,,,,2.39
assays,0.301,,,0.72,
assegai,0.699,,,,
assemblers,0.301,,,,
assemblymen,0.301,,,,
asserted,0.301,10.62524152,2.33,1.86,
assesses,0.301,,,1.77,
assessors,0.301,,,1.25,
asseth,0.301,,,,
assi,0.301,,,,
assiette,0.301,,,,
assignations,0.301,,,,
assimilable,0.4771,,,,
assimilationist,0.4771,,,,
assis,0.301,,,,
assistances,0.301,,,,
assuredness,0.301,,,,1.59
assyria,0.301,,,,
assyrians,0.301,,,,
asta,1.2304,,,,
astarboard,0.301,,,,
asteria,0.301,,,,
astigmatisms,0.301,,,,
astir,0.301,,,,
astoundingly,0.301,,,,1.61
astr,0.4771,,,,
astrachan,0.4771,,,,
astre,0.4771,,,,
astringents,0.301,,,,
astrobiologist,0.301,,,,
astrobiologists,0.6021,,,,
astrobiology,0.301,,,,2.32
astrogator,0.4771,,,,
astrometric,0.301,,,,
astronautical,0.301,,,,
astrophysical,0.301,,,,1.77
astroscope,0.301,,,,
astuteness,0.301,,,,
aswell,0.301,,,,
asymmetries,0.301,,,,
asynchronously,0.301,,,,
atalanta,1.2304,,,,
ataraxia,0.4771,,,,
atef,0.4771,,,,
ately,0.301,,,,
atheistical,0.301,,,,
atheneum,0.301,,,,
atherine,0.301,,,,
athirst,0.301,,,,
athletically,0.301,,,,2.26
athwartships,0.301,,,,
ating,0.301,,,,
atman,0.301,,,,
atmos,0.301,,,,
atmospherics,0.301,,,,2.48
atocha,0.301,,,,
atomics,0.6021,,,,2.32
atonal,0.301,,,,
atonality,0.301,,,,
atoned,0.301,,,,
atonements,0.301,,,,
atones,0.301,,,,
atonic,0.301,,,,
atrabilious,0.301,,,,
atraumatic,0.301,,,,
attacher,0.301,,,,
attainments,0.301,13.8,1.93,1.16,
attainted,0.301,,,,
attar,0.301,,,,
attatched,0.301,,,,
attendee,0.301,,,,3.79
attent,0.301,,,,
attenuating,0.301,,,,
attenuation,0.4771,,,0.9,
attercop,0.301,,,,
attests,0.301,,,1.71,
atticism,0.301,,,,
attitudinal,0.301,,,1.28,
attorn,0.301,,,,
attractants,0.301,,,,
attune,0.301,,,,
attunement,0.301,,,,1.77
atty,0.301,,,,
atypically,0.301,,,,
aube,0.301,,,,
aud,0.301,,,,
audace,0.6021,,,,
audiometry,0.301,,,,
audion,0.301,,,,
audiophile,0.301,,,,
auditorily,0.301,,,,
augments,0.301,,,,
augur,0.301,,,,
augured,0.301,,,,
augurs,0.301,,,,
augustan,0.301,,,,
auh,0.6021,,,,
auk,0.4771,,,,
aureomycin,0.301,,,,
auric,0.6021,,,,
auricle,0.301,,,,
auricular,0.301,,,,
auriga,0.6021,,,,
aurignacian,0.301,,,,
auroral,0.4771,,,,
aurore,0.301,,,,
austerely,0.301,,,,
austral,0.4771,,,,
australopithecine,0.4771,,,,
auth,0.301,,,,
authenticating,0.301,,,,
authorial,0.301,,,0.63,
authorisations,0.301,,,,
authoritarianism,0.301,13.44,1.64,1.42,1.67
authoritatively,0.301,,,1.71,1.54
authorizations,0.301,11.11,2.58,,
authorizers,0.301,,,,
autobiographer,0.301,,,,4.07
autoclaved,0.301,,,,
autocrat,0.301,,,,
autodidactic,0.301,,,,
autogenesis,0.4771,,,,
autogiro,0.301,,,,
autogiros,0.301,,,,
autogyro,0.301,,,,
autoharp,0.301,,,,
autoloaders,0.301,,,,
autolysis,0.301,,,,
automaker,0.301,,,,4.07
automakers,1.1139,,,,
automating,0.301,,,,
automatism,0.301,,,,
automats,0.301,,,,
automotor,0.301,,,,
autopilots,0.301,,,,
autosomal,0.301,,,,
autosuggestion,0.301,,,,
avalanching,0.301,,,,
avariciousness,0.301,,,,
aventure,0.301,,,,
averil,0.6021,,,,
aviatrix,0.301,,,,
avie,0.4771,,,,
avions,0.301,,,,
avn,0.301,,,,
avo,0.6021,,,,
avoidances,0.301,,,,
avoidant,0.301,,,,
avouch,0.301,,,,
avouches,0.301,,,,
awakener,0.301,,,,
awardee,0.301,,,,3.87
awaste,0.301,,,,
aweless,0.301,,,,
awhirl,0.301,,,,
awikiwiki,0.699,,,,
awing,0.301,,,,
awk,0.699,,,,
awn,0.301,,,,
awork,0.301,,,,
awreck,0.301,,,,
axiomatically,0.301,,,,
axioms,0.301,,,0.96,
axman,0.301,,,,
axminster,0.301,,,,
axon,0.4771,,,,
axonal,0.301,,,,
ayah,0.301,,,,
ayurveda,0.301,,,,
azan,0.7782,,,,
azimuths,0.301,,,,
azrael,0.9031,,,,
baaing,0.4771,,,,
babbie,0.4771,,,,
babish,0.7782,,,,
babushkas,0.301,,,,
babyhood,0.301,7.85,0.91,,2.77
baccalaureate,0.301,,,,
baccalaureus,0.301,,,,
baccar,0.301,,,,
bacchae,0.301,,,,
baccy,0.301,,,,
bache,1.3617,,,,
baches,0.4771,,,,
bacillus,0.301,,,1.02,
bacitracin,0.4771,,,,
backage,0.301,,,,
backbencher,0.301,,,1.02,
backbiter,0.301,,,,
backbiters,0.301,,,,
backbreaker,0.301,,,,2.88
backcast,0.301,,,,
backchat,0.301,,,,
backdated,0.301,,,,
backdown,0.301,,,,
backfill,0.301,,,,3.35
backflow,0.301,,,,3.04
backgrounder,0.301,,,,
backgrounders,0.301,,,,
backhanders,0.301,,,,
backhanding,0.4771,,,,
backhoes,0.301,,,,
backlogs,0.301,,,,
backorder,0.6021,,,,
backpackers,0.301,,,,
backpedals,0.301,,,,
backplane,0.301,,,,
backrest,0.301,,,,4.52
backrests,0.301,,,,
backscatter,0.301,,,,
backslapper,0.301,,,,
backslapping,0.301,,,,3.36
backslaps,0.301,,,,
backslide,0.301,13.05,1.65,,2.93
backstopping,0.301,,,,
backstrap,0.301,,,,
backstroking,0.301,,,,
backswept,0.301,,,,2.6
backtrace,0.301,,,,
backwardness,0.301,,,1.21,2
backwashed,0.301,,,,
backwashing,0.301,,,,3.73
backway,0.4771,,,,
backwoodsmen,0.4771,,,,
bacons,0.4771,,,,
bacteremic,0.301,,,,
bacterian,0.6021,,,,
bacteriophage,0.301,,,,
bacteriostatic,0.301,,,,
badan,0.699,,,,
baddie,0.301,,,,
badgeless,0.301,,,,
badland,0.301,,,,3.77
badmash,0.301,,,,
badmouthed,0.301,,,,
baedeker,0.301,,,,
bafflers,0.301,,,,
baft,0.301,,,,
bagpiper,0.301,,,,4.67
bagworms,0.301,,,,
bahadur,0.301,,,,
bahamians,0.301,,,,
baile,0.301,,,,
bailers,0.301,,,,
bailo,0.4771,,,,
bailouts,0.301,,,,
bakshis,0.301,,,,
balancer,0.4771,,,,2.89
balao,0.4771,,,,
balas,0.301,,,,
balat,0.301,,,,
balden,0.4771,,,,
baldies,0.301,,,,
baleen,0.301,,,,
baler,0.301,,,,
balian,1.1461,,,,
balks,0.301,,,,
ballas,0.301,,,,
ballcocks,0.301,,,,
ballgown,0.301,,,,
ballpoints,0.301,,,,
ballrooms,0.301,,,,
balms,0.301,,,,
baloneys,0.301,,,,
balow,1,,,,
balsams,0.301,,,,
balsawood,0.301,,,,4.58
bamboozling,0.301,,,,
bamming,0.301,,,,
bams,0.301,,,,
banbury,0.699,,,,
bandar,0.7782,,,,
bande,0.699,,,,
bander,0.301,,,,
banderilleros,0.301,,,,
bandi,0.9031,,,,
bandies,0.301,,,,
banditry,0.301,,,,
bandleaders,0.301,,,,
bandmaster,0.301,11.95,1.61,,4.25
bando,0.7782,,,,
bandolero,0.4771,,,,
bandoleros,0.301,,,,
bandolier,0.301,,,,
bandon,0.301,,,,
bandura,0.301,,,,
baneful,0.301,,,,1.83
bangled,0.4771,,,,
bangtail,0.6021,,,,
bani,0.301,,,,
banjoes,0.301,,,,
bankbooks,0.4771,,,,
bankcards,0.301,,,,
bankside,0.4771,,,,
banquette,0.301,,,,4.08
banquettes,0.301,,,,
bans,0.301,9.34646,2.33,1.64,
bantams,0.301,,,,
banters,0.301,,,,
baobabs,0.6021,,,,
baps,0.301,,,,
baptising,0.301,,,,
baptizer,0.301,,,,3.97
barba,0.301,,,,
barbequed,0.301,,,,
barbera,0.301,,,,
barbering,0.301,,,,
barbero,0.4771,,,,
barbershops,0.301,,,,
barbet,0.4771,,,,
barbets,0.301,,,,
barbican,0.4771,,,1.38,
barbicels,0.301,,,,
barbital,0.301,,,,
barbone,0.4771,,,,
barbules,0.301,,,,
barcarolle,0.301,,,,
bardic,0.301,,,,
bards,0.301,,,,
barebacked,0.699,,,,3.52
bareheaded,0.301,,,,3.77
barer,0.301,,,,
barfs,0.301,,,,
bargee,0.301,,,,
bargemen,0.4771,,,,
barger,1.0792,,,,
bari,0.699,,,,
barile,0.301,,,,
barish,1.301,,,,
barite,0.301,,,,
barleycorn,0.301,,,,
barnstorm,0.301,,,,
barnstormed,0.301,,,,
barnstormer,0.4771,,,,
barny,0.8451,,,,
barometers,0.4771,,,,
baronets,0.301,,,,
baroni,1,,,,
barony,0.4771,,,,
barracan,0.4771,,,,
barragan,0.6021,,,,
barrages,0.301,,,,
barranca,0.6021,,,,
barratry,0.301,,,,
barre,0.301,,,,
barrelled,0.301,,,1.46,
barringer,1,,,,
barrooms,0.301,,,,
bartizan,0.301,,,,
bartletts,0.301,,,,
baseboards,0.699,,,,
baselines,0.301,,,,
basely,0.301,,,,
bashfully,0.301,,,,2.1
bashfulness,0.301,,,,2.07
basilicas,0.301,,,,
basked,0.301,10.87528906,1.88,,
basophilic,0.301,,,,
basques,0.301,,,0.91,
bassets,0.301,,,,
bassie,0.4771,,,,
bastardisation,0.301,,,,
bastardize,0.301,12.67,1.49,,1.93
bastardy,0.301,,,,
basti,0.301,,,,
bastide,0.7782,,,,
bastinado,0.301,,,,
batata,0.301,,,,
bateaux,0.301,,,,
batel,0.699,,,,
batsman,0.4771,,,0.47,
batsmen,0.301,,,0.4,
battleaxe,0.301,,,,4.23
battledress,0.4771,,,,
battlegrounds,0.301,,,,
battlewagon,0.4771,,,,4
